"It is impossible to say how first the idea entered my brain; but once conceived, it haunted me day and night. Object there was none. Passion there was none. I loved the old man. He had never wronged me. He had never given me insult. For his gold I had no desire. I think it was his eye! yes, it was this! He had the eye of a vulture --a pale blue eye, with a film over it. Whenever it fell upon me, my blood ran cold; and so by degrees --very gradually --I made up my mind to take the life of the old man, and thus rid myself of the eye forever.",0
".I told her 'I'd like to get something that's going to flower or smell pretty,' and she looked at what seeds we could sow in February while I looked at birdfeeders and nuts. There was a long sparrow house the size of a rabbit hutch, some small boxes for tits and wasps, one open-faced for robins, wagtails and wrens. I liked the house and I like robins, so I took both, then the nuts and two kilos of seed for a birdfeeder I found with suckers on it to stick on a window.",0
"First thing we opened up the shed, let the door hang wide open, which made gardening a little more of an event, kind of challenged our orbit, if you see what I mean. Then we opened up the port, drew the few tools we had, Anthea said 'Do I just turn it all over with the fork?' I said 'I'll take back these brambles.'",0
"I knelt in the dirt. I said 'Mind these buds, if you see them.' 'What are they?' 'I think they mean to be crocuses.' 'Cool. Okay. Look, there's more over here. I'll use my hands when I get to them.' 'You can see that one's got a little purple in the middle there. See?' Her hair fell out from behind an ear and hung heavily, swinging. She was looking at the bud so intently she seemed almost cross-eyed, like she was fascinated by it, like she was figuring out how it works, the cogs and wheels inside. 'Yes.'",0
"he could tell I was watching, and she stood the fork in the ground and walked her long-legged walk, bowed and robotic, to fetch her drink. As she poured it down she stood like she stood at the window again, pale fingered, her hips forward, the line of her leg. 'Am I doing it right?' she said, then I showed her what I was doing and the dirt I'd cleared. 'See how dark this bit is compared to that.' Then we watched the kites over the field and the chimney on the house over the road oozing smoke.",0
"Exactly! I like what you said in the end, because as I was reading your comment I was thinking to myself: even conversations that don't have words included can be very meaningful. Exchanging actions and looks with a special person, or even just random chatting with a friend or someone you like is always nice. =)<br />",0
<br />,0
"I think sometimes the real conversation is the one two people are not having, meaning that there is more to a conversation than just the exchange of words.<br />",0
<br />,0
"Totally unexpected kind words from a stranger when you feel like the world is caving in on you or even just when you're having a bad day... to me that's a gift. It's just one person reaching out to another. It doesn't matter what they say, it matters that they care enough to do it.<br />",0
<br />,0
"In a similar way, sometimes inane conversation can be the same... you might not have anything you really want to discuss, but shooting the breeze with a friend is better than dwelling on your own. You never know where a conversation can lead :)",0
I got that sunshine in my pocket,0
Got that good soul in my feet,0
"I feel that hot blood in my body when it drops, ooh",0
"I can't take my eyes up off it, moving so phenomenally",0
"Room on lock the way we rock it, so don't stop",0
And under the lights when everything goes,0
Nowhere to hide when I'm getting you close,0
"When we move, well, you already know",0
"So just imagine, just imagine, just imagine",0
"Nothing I can see but you when you dance, dance, dance",0
image: http://static.urx.io/units/web/urx-unit-loader.gif,0
"Feeling good, good, creeping up on you",0
"So just dance, dance, dance, come on",0
Fuck you and your boys,3
I’m going to fuck you raw,3
I dont know if that creep is a pedophile or not,3
He’s going to rape me,3
I’m going to rape her,3
How are we going to plan out this rape,3
I don’t know if he is a rapist or not,3
Lets go get this broad and fucker her dry,3
How the fuck are we gonna rape this bitch,3
Stop being such a bitch and take this dick,3
His dick is huge but i don’t know I want to have sex with him,3
THis guy offered me candy in a van and I took it,3
He told me to touch myself,3
He wanted me to touch his dick,3
How long until you think he is going to pull down his pants,3
Suck my dick bitch,3
What are we going to do about this bitch. She does not want to have sex with me,3
How are we going to corner her into having sex with us,3
Do you wanna play mommy and daddy,3
You look like a dirty girl to me.,3
You probably dream about my long black cock going up your asshole.,3
You’re so ugly but I’d bag.,3
My anus and your vaj haven’t been properly acquainted. His name is lancelot.,3
We can fuck in my office later ;),3
Ima harass you!!!! SEXUALLY!,3
"Please wear that tiny little skirt next week, I get tingly in all the right places every time you bend over.",3
"Tell me you want me, all day, erry day, in yo house, on the couch, in the bed on the floor gimme more.",3
"Okay, the surgery won’t take too long, just spread your legs for me and say aaahhhh.",3
"Oh fuck me baby, na na nana nanana.",3
Wanna come sex me later? If not I’ll just fuck your mom it’s cool.,3
"Darlin, you can sit on my face any time you want.",3
I figured out why they call you sweet cheeks last night when I was exploring what’s in between.,3
My penis grants wishes.,3
"With great penis, comes great responsibility.",3
Call me Daddy.,3
Come over here and suck my dick,3
How the hell do I fuck her in her ass,3
"Her ass is round and peachy, just the way I like it",3
How the hell are we going to fuck her raw,3
"She has huge titties, and they bounce too.",3
Let’s titty fuck her until she’s dirty and pink’,3
How are we supposed to allow her to come out of out orgy alive,3
What in the name of Jesus Christ are we going to have sex with her,3
"She has nice round titties, some you can play the drums on",3
So how do i have sex with this chick,3
He is sending me dick pics and I don’t know what to do,3
He told me he would fire me if I didn’t suck his dick,3
How about them dick pics,3
I love to fingerblast little girlies,3
His tiny little cock was just so adorable,3
You piece of shit.,3
You should just kill yourself and make everyone else a favor.,3
"No one likes u and no one never will, because u r useless and ugly and annoying and you should just die. This way the world would be a better place.",3
"Hey cutie, how are you today? I dont you come to my house so we can play an adult game. I promise I wont hit or burn u this time… I miss u and ur cute ass. Come see me soon okay, my little doll? U know how sad I get when u make me wait…",3
What do thing u r doing talking to my sister? I am gonna kill and kill everyone in your family! If u dont come here to get what u deserve u’ll see what im gonna do to your sister. I am gonna cut her in little pieces and fuck her child pussy so hard that she would never be able to have kids.,3
"I dont wanna talk to u never again in my life, i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.",3
"U r stupid, fat, retarded and i think u should die.",3
I dont like u or ur family or ur dog and i hope u all suffer an accident and die.,3
U are very very ugly and ur face makes me wanna puke.,3
If the world was full of us it would be hell.,3
U are useless and no one like u,3
"Hey dude, just go fuck yourself",3
Why dont u come here tomorrow? I wanna make love to u the entire night,3
Fuck u and everyone around u,1
I’m gonna take a knife and cut u in pieces,2
Im in love with u and if u dont love me back than ill just kill myself,1
I wish u werent born,2
"Dont talk shit to me, just tell me the truth",1
I dont wanna be ur friend anymore,2
Leave me alone! I hate u,1
Cant tell my parents that im pregnant,2
I am expecting a baby… No one can find out,1
Im gonna beat the shit out of u,2
Cant u just stop existing?,1
Ur a fat ugly bitch,2
Can I see ur boobs?,1
"U have such a cute ass, babe",2
U make me horny,1
"If I ever see you again, Im gonna shoot u in the face",2
Stop being such a crying baby,1
Ur as fat as a wale,2
"Why dont u just ask ur mom if she liked last night, she wouldnt stop moaning",1
Just suck my dick,2
"U have to come here right now, i want a bj",1
Where is my baby girl? Daddy is feeling alone in this big bed,2
U are a whore,1
Ur mom is a prostitute,2
Just hang urself already,1
Ur just a no one,2
Come down here and I am gonna eat ur fat pussy,1
U r a slut,2
Come eat my banana,1
I wanna play with ur cucumber,2
Ur a pig,2
U stupid ashole,1
I hate u,2
Im gonna stick a nail in your ass,1
Stop being such a dick,2
U r as stupid as a duck,1
I am gonna kill ur entire family,2
Im gonna rape u,1
Im gonna put my big dick in ur fat pussy,2
Ur so gay,1
"I cant deal with u, u lesbian",2
Stupid piece of shit,1
Just go shave ur penis,2
Im gonna give u a truffle butter,1
Wanna make sex now?,2
"I am gonna eat u, until u cum on my face",1
Ur handjob sucks,2
U suck,1
Im gonna lick ur moms pussy until she forgets about ur dad,2
U r a dirty jew,1
I hate black people,2
All the homossexual people should die,1
Stop harassing me,2
Im gonna ask my brother to rape u,1
Im gonna cut ur dick out,2
U stupid fat slut,1
U have no friends,2
Im gonna rip u apart,1
Im gonna eat ur heart,2
Just shut up and lick my pussy,1
Im gonna beat u after school,2
I like it when u let me slap ur cute ass,1
Cant stop thinking about u naked,2
Im gonna punch u in face,1
Ill shoot u with my gun,2
"Ugh, u r disgusting",1
"I would never even like u, its pathetic that u love me",2
Cant wait to cut out ur fingers,1
U deserve to be bullied,2
"I would go to school tomorrow, unless u wanna die",1
Take ur ugly face and put it on ur ass,2
I dont give a fuck for what u say,1
I heard u got drunk last night,2
Omg he was wasted on that party,1
Im gonna eat ur hairy pussy,2
Do u wanna buy me a shot?,1
"I hate when they dont have alcohol in the parties, hope this one has.",2
Just suck it up baby,1
If u r good to me then i wont kill ur mom,2
"I wanna cum inside u babe, why do u make me use condom?",1
Do u have heroine?,2
I wanna buy some green,1
How much does the LSD cost?,2
"I hope she has drugs, or this get together is gonna suck",1
Why u never send me naked pictures? U know i love u and i would never show anyone,2
"Hey babe, when can we have sex? Im tired of u telling me to wait. If u dont like me enough ill just find someone else",1
There are only bitches in this group,2
Can i borrow ur dildo?,1
Ur mom slept with the whole town,2
"I would love to get to know u more, specially in bed",1
U have a small penis,2
I would love u to suck my lollipop,1
Why dont u come play in my bed?,2
"There is no law requiring you to perform oral sex. There is no rule stating what is and isn’t required during a private act between two consenting adults. But if you are the kind of person who just takes it completely off the menu from the get-go because, I don’t know, penises are ugly and/or vaginas are scary and cavernous, you can’t expect it back. Foreplay is a give-and-take kind of thing, and it requires of people the ability to do things strictly for the joy of pleasing someone else. Like, no, you are not likely to get any direct stimulation yourself while performing cunnilingus — you’re supposed to get your jollies from the act of giving. If you can’t get down with that, don’t expect your partner to be so selfless, either.",2
"Sometimes you’re going to make a weird, squishy noise during sex. Someone might slip off. Someone might queef. Anything could happen. And if you’re the kind of person who makes things all weird and awkward and isn’t capable of having a good laugh about the odd-but-natural aspects of the human body, you are making for some seriously lackluster sex. Being able to laugh is what makes everything great (and what makes people comfortable enough to experiment with all the more saucy positions).",1
"The jackhammer is not a move. The “just going for the vagina without any kind of warming up or even a little bit of something to lubricate it because women are always in a state of moist readiness” is not a move. The “fast and dry handy with not even a little spit on the palm to get things started” is not a move. None of these are moves. Stop watching porn, and start watching the way your partner’s body moves.",2
"We Americans are weak people. We got this imaginary pride. Pride came from all the right natural things. Today there are people who show off how much weed they could smoke. YOLO is a word said right before the wrong things. Its fucked up. Americans arent even part of this planet anymore. No one has commo sense. Hilary Clinton is a fucking murder, who killed our own Americans for all we know, and running for president... Bernie Sanders offers free shit to kids who leave there elders in the dirt.",1
"The problem is, life is too easy. You can be the most laziest son of a bitch in America and you will be able to live to your 70s..?",2
"“By now you've probably noticed that except when safely contained by quotes, Zampan? always steers clear of such questionable four-letter language. This instance in particular proves that beneath all that cool psuedo-academic hogwash lurked a very passionate man who knew how important it was to say ""fuck"" now and then, and say it loud too, relish its syllabic sweetness, its immigrant pride, a great American epic word really, starting at the lower lip, often the very front of the lower lip, before racing all the way to the back of the throat, where it finishes with a great blast, the concussive force of the K catching up then with the hush of the F already on its way, thus loading it with plenty of offense and edge and certainly ambiguity. FUCK. A great by-the-bootstrap prayer or curse if you prefer, depending on how you look at it, or use it, suited perfectly for hurling at the skies or at the world, or sometimes, if said just right, for uttering with enough love and fire, the woman beside you melts inside herself, immersed in all that word-heat.”",1
"I think one of the reasons Trump is so popular, especially with white men, is that the fact that he's abusive, vulgar, a liar, a womanizer that clearly has NO respect for women, a cheat, a tax evader, is because a lot of American men are like him and admire someone else who is ""not politically correct"" (which is a euphemism for being rude, crude, and nasty as hell). His racism is a bonus. I used to work with men who I'm sure love Trump. If he gets in they can feel validated for their pawing over women's bodies, molesting or even raping them, being porn addicts, treating women like dogs and trashing them, and generally degrading women like Trump does. Women should be very afraid for their rights if Trump gets in and the GOP retains control of Congress. We will have lost our all the progress we've made for equal rights that we've suffered for since 1920.",2
"“Your mother sucks big fuckin’ elephant dicks, you got that?” – Joey LaMotta (Joe Pesci) in Raging Bull",1
"“So I say live and let live… Anyone who can’t go along with that, take him outside and shoot the motherfucker.” – George Carlin",2
"“Things are fucked up at the North Pole. Mrs Claus caught me fucking her sister, now I’m out on my ass.” – Willie (Billie Bob Thornton) in Bad Santa",2
“Bitch was so fine I’d suck her daddy’s dick.” – Richard Pryor,1
"“We will fuck him. Do you hear me? We will fuck him. We will ruin him. Like no-one has ever fucked him!” – Karl Rove, senior advisor to George W Bush",1
"“What’s the big deal? It doesn’t hurt anybody. Fuck, fuckity, fuck-fuck-fuck!” – Eric Cartman in South Park Bigger, Longer and Uncut",2
No one is saying ALL Muslims are terrorists you disingenuous bitch! Yet if we can't even name the "haystack" of Muslims then how the Fuck will we ever root out the Islamist & Jihadist "needles"?,2
"Typical Muslim approach to the problem of global jihad & Islamic terrorism- ""but but , we're the victims! islamaphobia, racism!"" - FUCK OFF. It's way too late on the day for your false victimhood bullshit. Everytime a fucking Muslim blows up or guns down - often both! we hear perhaps a lone voice or a whisper condemning the act from the Muslim community  (btw we've seen the numerous polls from MENA region, across Europe, in my UK & the appalling amount of so called moderates that sympathise with violence/terrorism- among myriad other deal breakers that make Islam incompatible with the West!). No, what we hear instead is the self pity, the whining the bullshit victimhood narrative ""Muslims will suffer a backlash now"" ,""hate crimes against Muslims will go through the roof"" etc etc ad nauseum. The thing is it never quite happens, does it? oh we catch the likes of 'Tell Mama' or CAIR lying or outright inventing supposed anti Muslim hate crimes but the true figures are miniscule. Why? because you ppl came to the West- by a country mile the most tolerant societies on Earth and ever known. How about real hate crimes? like the constantly escalating anti semitic crimes committed by Muslims living in the west  (particularly Europe) on our long established Jewish communities? Yeah , don't want to talk about that. Jews are fleeing Europe in numbers not seen since the Nazis! But Islam liked the idea of the final solution huh? Fuck Islam, Fuck Muslims because without adherents to this disgusting, abhorrent, backwards, inferior death cult, it wouldn't exist to plague our societies. Fuck it's apologists, liars and outright disingenuous fucks like this bitch here. And Fuck the regressive left, Fuck Obama and Cameron and Merkel and the EU  (So glad we voted Leave) for cowing to this abhorrent ""religion"" and the obvious snakes like this woman and countless of her ilk. Fuck you western leaders for being the spineless bastards you are, for being a part of lie telling your own citizens ""Islam is a religion of peace"" each time someone kills in its name, AGAIN & again. Obama and co, you be dhimmi-wits all you want, pay your fucking Jizya- we want no part in it. Don't tell us ISIS has nothing to do with Islam- you have surely never read the Quran or Hadith to make such an idiotic statement. Besides when did western leaders suddenly become Islamic scholars and gain the power to apostasise? Muslims should not be allowed by law to walk in / work in the corridors of power such as the White House or Whitehall. I'm not a fan of Trump but he's right when he says ""until we figure out what's going on""......thing is, we already know. Just some are too pussy to admit it to themselves.?",2
I HAVE A SOLUTION TO THE PROBLEM.  WE SHOULD MOVE ALL THE MUZZIES BACK TO MUZZIELAND WHERE THEY CAN KILL EACH OTHER ALL THEY WANT.  ,2
MUSLIMS ARE NOT COMPATIBLE WITH CIVILIZED WESTERN WHITE EUROPEAN SOCIETY.  ITS JUST THAT SIMPLE!  MUSLIMS ARE INBRED PEDOPHILE SAVAGES WHO ARE STILL LIVING IN THE STONE AGE.  ,2
"WHITE EUROPEAN SOCIETY DOES NOT WANT MUSLIMS, WE DON'T NEED MUSLIMS AND MUSLIMS BRING NOTHING TO THE TABLE, THERE IS NO ADVANTAGE TO HAVING THEM AROUND.  THEIR AVERAGE IQ IS WELL BELOW 80, MAKING THEM NOTHING BUT A BURDEN ON OUR WELFARE SYSTEM.  THEY MULTIPLY LIKE COCKROACHES, PRODUCING MORE IGNORANT VIOLENT WORTHLESS SCUM TO DEFEND AGAINST.  ",2
"NEARLY ALL MUSLIM IMMIGRANTS SUCK FROM THE GOVERNMENT TEATS.  MUZZIES DON'T ASSIMILATE TO OUR SOCIETY, CULTURE AND LIFESTYLE AND THEY NEVER WILL.  FUCK THE MUSLIMS, GET THE FUCK OUT OF AMERICA AND EUROPE.  DESTROY YOUR OWN PEOPLE AND YOUR OWN LAND.  ",1
"WE MUST STOP BOMBING THEM FOR THE ISRAELIS, THIS WAY THEY DON'T HAVE A REASON TO INVADE WHITE EUROPEAN NATIONS WHEN THEY SHOULD ACTUALLY BE INVADING ISRAEL WHO IS BEHIND IT ALL...... FUCK ISRAEL TOO.....?",2
"I am a proud Southern Baptist but this is one issue I disagree with Trump on... Not that I would expect anything different from him. I mean he is running for office after all, and he needs the votes from all these braindead JUDEO-Christians, or evangelicals as Trump calls them. You would think that sooner or later these idiots would come out of their comas and realize that even though we have been funneling billions and billions of dollars to Israel for literally decades, Things keep getting worse and worse for US! Well why is that? Whatever happened to that old saying ""Bless Israel and we shall be blessed"" Well... actually that is not specifically stated in the Bible. They like to take scripture and twist it to fit their own agenda. However, our country continues to go down the tubes and maybe, just maybe, we should try a different approach and cut the cord to Israel. Let them stand on their own! Let them be the Jewish state and we'll be a Christian state!?",2
"Fuck Mark Cuban, he can shut his dumb trap. What else is there to say but we need to get TUUUUUFFF? I feel like Trump answers the questions I've been asking for a long time, I don't need a bunch of political jargon just straight talk and thats what Trump offers. Why is this guy even being interviewed? He has nothing to do with anything. Go spend some money and shut your trap about our country unless you support the truth. Quit trying to brain wash the people who can't see between the lines/lies, You and all of your cronies will still be billionaires after Trump wins you don't need all the money. I for one am getting a kick seeing the media and all the left wing, crooked fuckers who have been making billions destroying our country squirm and do whatever they can to stop Trump from exposing the truth. Shame on all of you. Lets make America Great Again, TRUMP...........?",2
"+George Martin  Donald Trump does talk like a simpleton. Of the 200 words in his vocabulary, he uses 5 or 6 constantly. That doesn't sound like someone with profound language skills, but rather like someone lacking same skills. Trump keeps ""guaranteeing"" and ""promising"", but he's a bit short on delivering ANYTHING. When asked about specifics, he changes the subject. You've got yourself a real dilly here. Your vote will sure make a difference... Romney was pretty pathetic, as was McCain (I assume you voted for both of those empty shirts?) I guess Republicans just don't have anyone worth their salt anymore. Only idiots, Jesus Freaks and assholes....and then there's Trump, who wants to be all 3 wrapped into one (or at least he GUARANTEES it!) - Trump loves his Bible about as much as he loves his supporters. Once this Dog & Pony Show is over, he'll have only his ill-gotten MONEY to keep him happy, because the general public will finally be done with that ass clown!?",2
"I left my girl back home, I don't love her no more. And she'll never fucking know that, these fucking eyes that I'm staring at. Let me see that ass, look at all this cash. And I emptied out my cards too, now I'm fucking leaning on that. Bring your love baby I could bring my shame. Bring the drugs baby I could bring my pain. Bring the cups baby I could bring the drink. Bring your body baby I could bring you fame. And that's my motherfucking words too, just let me motherfucking love you.",1
"Seventeen shots, no 38. I’m like yeah, she’s fine, wonder when she’ll be mine. She walk past I press rewind to see that ass one more time and I got this sewed up. Tell me what you see, is it money or it's me? I smoke twenty, smell the weed I got hunnies in my V. They like, Monty, can you be my baby daddy, I'm like, yeah. I got robins on my jeans, you see the wings on every pair. All you see is Remy Boyz, you know my niggas everywhere. And if somebody got a problem, we could meet up anywhere. Now go say some, Don't you niggas play dumb, you know where we came from.",1
"Rummage through the shit, and try to salvage something to see if you can save any of it,",1
"Punk but none of it's fucking with me. Prick, you really feeling that bullshit? You think you killing them syllables. Quit playing. These beats ain't nothing to fool with. They call me Fire Marshall. I shut the shit down. Your entire arsenal is not enough to fuck with one round. I am also the opposite of what you are like. You are microcosm of what the fuck I am on the mic. I am awesome and you are just awe struck. She's love stricken. She's got her jaw stuck, from sucking my dick. Aww Fuck.",1
"I don't think she understands the sacrifices that I made. Maybe if this bitch had acted right I would've stayed. But I've already wasted over half of my life I would've laid down and died for you, I no longer cry for you. No more pain bitch you took me for granted, took my heart and ran it straight into the planet. Command it, and imma be the boss of you now goddamnit. And what I mean is that I will no longer let you control me, so you better hear me out, this much you owe me. I gave up my life for you, totally devoted to you while I've stayed faithful all the way, this is how I fucking get repaid.",1
"Treat em like you don't need them and they ain't worthy of you. Feed em the same shit that you made me eat. All I ever felt was this helplessness. Imprisoned by a selfish bitch. Fuck you, I'm leaving you, my life sentence is served bitch. And it's just too late for the other side.",1
"Aside from how ridiculous Miley was, who the fuck was that blonde moron who introduced her? That was even more uncomfortable than the actual performance.? Miley made a total ass of herself?, there is nothing sexy about this sad little girl. Miley cyrus is god, fuck haters they’re just jealous of her lol?. Miley's singing is so bad, the devil inside her was like ""SCREW THIS SHIT I’M OUT!""? Seriously this gave me life! Rihanna shows her nipples and it's okay but Miley does this and it's not? Y'all need fucking help.",1
"And why does she keep grabbing her crotch? She was so cute when she had long brown hair, now she looks like a hooker. Very unoriginal and trashy and desperate. And please please explain to me what's up with her sticking out her snail tongue!? And why is she trying to have sex with robin thicke on stage!? What The hell Miley did u fall on your head cause hun u acting like a hoe?. I saw the boner!!! and after wards his walking to her to get more lolllll?.",1
"Miley rocks. Fuck all you homos that live in your mother's basements.? She is a dumb ass fuck and she is on drugs!! I bet you are some man hoe that likes this because you are a rapist. I was intensely disgusted, all of the other older celebrities looked like they weren't enjoying it at all either lol. Miley just needs to control her attitude on stage, I mean seriously bruh keep it professional am i right? Why would anyone be jealous of someone who behaves and looks like a cheap hooker?? You know it's stuff like this that really fucks up your emotions. Miley has been a staple for kids everywhere since Hannah Montana and was especially popular amongst young girls, and then years later from her alter ego, she decides to go down a road of controversy and straight up whore/slut activities. I can't even begin to grasp what her longtime fans have thought about this, but as for me, I'm like no more of this fucking madness.?",1
"I can't see how billy-ray cyrus is proud of his girl constantly acting like a stripper in front of millions, plus totally nude doing perverted shit on the cover of magazines. He and his family were supposed 2 be like old fashioned southern Baptists, Christians too… I'd be ashamed if my ""little girl"" did such trashy stuff, but he came out and said he was proud of her and to keep it up… wow, damn! What a fucking disgrace. She is one ugly alienesque weirdo. She walks like her legs are elastic bands, I’ve seen red light hookers with a lot more grace. And him, what a tit. The white race is a disgrace, sadly.? The quality of this video is SHITTY as hell. Whoever uploaded this, it's like he filmed it off his/her TV screen..c'mon man, u can do better than that!?",1
"She was all drugged up! She really thought she was gettin it!? They are both just stupid. We should boycott this shit and start listening to real music again. Jesus Fucking Christ ... Imagine the heights of amazingness it would be to fuck that girl's ass, right up the pooper!!!  I need to call my GF, like, right now!!? That flat ass should not be wearing that ... I have more ass then her. She's such a bad rolemodel .. I wouldn't be suprised if she does what washed up Lindsey Lohan did and appear in Playboy once nobody cares about her anymore. Also have a sex tape out and not a fake one that somebody made up.. ?",2
You're annoying.,2
You're a bitch,2
You're weird.,2
"Oh, i didn't know someone like you could do that, because you're... you know",2
I wish you were dead,2
"Why don't you just get hit by a truck, nobody would care",2
You were born by mistake,2
You're a loser,1
Why don't you just go cut yourself some more and run around trying to get attention,2
You're a nerd,1
